boursa_name,normalized_name,ticker,sector,boursa_reference,official_domain,careers_ats_url,kuwait_presence,current_job_evidence,existing_canonical_id,dedup_result,employer_outcome,evidence_quality,notes
A'ayan Leasing and Investment Company K.S.C.P.,A'ayan Leasing and Investment Company .,AAYAN,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,aayan.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, diversified Kuwait financial-services/leasing firm. NOTE: shares the 'A'ayan' brand with the already-staged 'A'ayan Real Estate' (ticker AAYANRE, aayanre.com, staged in the prior pass) -- confirmed distinct domain, likely a related sister company under the same corporate family. Kept as its own row; relationship flagged."
Rasiyat Holding Company K.P.S.C.,Rasiyat Holding Company .,RASIYAT,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,rasiyat.com,not_individually_confirmed_this_pass,"confirmed, 19 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, small (19-employee) Kuwait investment firm with a genuine education-sector operating segment (not a pure passive fund). Careers page not individually verified this pass."
Kuwait Investment Company K.S.C.P.,Kuwait Investment Company .,KINV,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,kic.com.kw,not_individually_confirmed_this_pass,"confirmed, 117 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): IMPORTANT DISAMBIGUATION recorded per task instruction: this is Kuwait Investment COMPANY (KIC, ticker KINV, domain kic.com.kw) -- CONFIRMED DISTINCT from (a) the already-present Kuwait Investment Authority (KIA, the sovereign wealth fund, domain kia.gov.kw, cc-kuwait-investment-authority) and (b) the already-staged Kuwait Insurance Company (KINS, domain kic-kw.com, a similarly-spelled but unrelated insurer). Three genuinely distinct 'KI*' entities now clearly documented to prevent future conflation. Real, 117-employee Kuwait investment firm; careers page not individually verified this pass."
Integrated Holding Company K.S.C.P.,Integrated Holding Company .,INTEGRATED,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,integrated-me.com,https://www.integrated-me.com/careers/,"confirmed, 2,505 employees",none confirmed this pass,cc-integrated-holding-company,individually_verified_pass5,approve_unchanged,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): CONFIRMED official careers page (integrated-me.com/careers/, confirmed via direct fetch of the site's main and footer navigation). Large (2,505-employee) real Kuwait logistics/heavy-equipment operator."
Beyout Holding Company K.S.C. (Public),Beyout Holding Company . (Public),BEYOUT,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,bigholding.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait company explicitly classified under the 'Employment Agencies' SIC sector, providing HR/labor-supply services -- relevant as BOTH a potential employer and a potential job-SOURCE (staffing/labor-agency). Careers page not individually verified this pass; also flagged for kuwait-source-research.csv consideration in a future pass."
SANAM Group Holding Company K.P.S.C,SANAM Group Holding Company,SANAM,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,sanam.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, diversified Kuwait real-estate/industrial/healthcare group. Careers page not individually verified this pass."
Al Imtiaz Group Holding Co (K.S.C.P),Al Imtiaz Group Holding Co (),ALIMTIAZ,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,alimtiaz.com,not_individually_confirmed_this_pass,"confirmed, 48 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, genuinely diversified (7-segment) Kuwait holding group -- not a passive shell. Careers page not individually verified this pass."
Al-Deera Holding Company K.P.S.C.,Al-Deera Holding Company .,ALDEERA,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,aldeeraholding.com,not_individually_confirmed_this_pass,"confirmed, 20 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, small (20-employee) Kuwait private-equity holding firm. Careers page not individually verified this pass."
KAMCO Investment Company K.S.C.P.,KAMCO Investment Company .,KAMCO,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,kamconline.com,not_individually_confirmed_this_pass,"confirmed, 119 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, substantial (119-employee) Kuwait investment-management firm. Careers page not individually verified this pass."
Kuwait Financial Centre - KPSC,Kuwait Financial Centre -,MARKAZ,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,markaz.com,not_individually_confirmed_this_pass,"confirmed, 180 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, well-known (180-employee) Kuwait investment bank/asset manager. Careers page not individually verified this pass."
Privatization Holding Company - K.P.S.C.,Privatization Holding Company - .,PHC,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,phc.com.kw,not_individually_confirmed_this_pass,confirmed .com.kw domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, highly diversified Kuwait infrastructure/utilities holding company -- explicitly NOT a passive shell given the breadth of real operating sectors (power, manufacturing, education, medical). Careers page not individually verified this pass."
Unicap Investment and Finance Company K.S.C.P.,Unicap Investment and Finance Company .,UNICAP,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,not_confirmed_this_pass,not_individually_confirmed_this_pass,presence plausible (Kuwait-focused business description) but no official domain confirmed,none confirmed this pass,n/a,individually_verified_pass5,insufficient_evidence,low (no domain found; genuine gap),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): stockanalysis.com company-profile page did not list an official website URL, and WebSearch budget was exhausted before a manual search could locate one. Genuine evidence gap -- entity identity/business description is real, but no confirmed official domain."
Al Safat Investment Company K.S.C.,Al Safat Investment Company .,ALSAFAT,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,alsafatinvest.com,not_individually_confirmed_this_pass,"confirmed, 37 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, small (37-employee) Kuwait Islamic investment-management firm. Careers page not individually verified this pass."
First Investment Company K.S.C.P.,First Investment Company .,ALOLA,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,fic.com.kw,not_individually_confirmed_this_pass,confirmed .com.kw domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait Islamic investment-management firm. NOTE: NOT to be confused with the unrelated Saudi 'Aloula Aviation' entity flagged elsewhere in this project's OCR-mixup tracking, nor with the Kuwait-based 'Al Oula Steel Manufacturing Company' (oulasteel.com) already flagged as a possible match for supplied lead #119 -- three genuinely distinct 'Al Oula/Aloula/ALOLA'-adjacent entities now clearly documented. Careers page not individually verified this pass."
Specialities Group Holding Company K.P.S.C.,Specialities Group Holding Company .,SPEC,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,spec-kw.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, genuinely diversified Kuwait industrial/construction conglomerate -- explicitly NOT a passive shell. Careers page not individually verified this pass."
National International Holding Company K.S.C.P.,National International Holding Company .,NIH,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,nih-kw.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, diversified Kuwait holding company with a genuine manufacturing segment (chemical products). Careers page not individually verified this pass."
Sokouk Holding Company K.S.C.P.,Sokouk Holding Company .,SOKOUK,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,sokouk.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait real-estate/hospitality holding company. Careers page not individually verified this pass.
Al-Mazaya Holding Company - K.S.C. (Public),Al-Mazaya Holding Company - . (Public),MAZAYA,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,mazayaholding.com,not_individually_confirmed_this_pass,"confirmed, 94 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, substantial (94-employee) Kuwait-based regional real-estate developer. Careers page not individually verified this pass."
Tijara & Real Estate Investment Company K.S.C.P.,Tijara & Real Estate Investment Company .,TIJARA,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,tijara.com.kw,not_individually_confirmed_this_pass,confirmed .com.kw domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait real-estate operator with genuine building-maintenance services (civil/mechanical/AC work). Careers page not individually verified this pass.
Coast Investment & Development Company K.S.C.P.,Coast Investment & Development Company .,COAST,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,coast.com.kw,not_individually_confirmed_this_pass,confirmed .com.kw domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait investment-management firm. Careers page not individually verified this pass.
The Securities House K.S.C.P.,The Securities House .,SECH,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,sh.com.kw,not_individually_confirmed_this_pass,confirmed .com.kw domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait investment firm with genuine operating segments (education, food businesses) beyond pure asset management. Careers page not individually verified this pass."
Kuwait and Middle East Financial Investment Company K.S.C.P.,Kuwait and Middle East Financial Investment Company .,KMEFIC,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,kmefic.com.kw,not_individually_confirmed_this_pass,"confirmed, 225 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, substantial (225-employee) Kuwait financial-services firm. Careers page not individually verified this pass."
Asiya Capital Investments Company K.S.C.P.,Asiya Capital Investments Company .,ASIYA,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,asiyainvestments.com,not_individually_confirmed_this_pass,"confirmed .com domain, Kuwait-listed",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait-listed investment manager with an Asia-focused mandate (genuine niche fund strategy, plausibly a small dedicated team). Careers page not individually verified this pass."
Osoul Investment Company - K.S.C.P,Osoul Investment Company -,OSOUL,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,osoulinvestment.com,not_individually_confirmed_this_pass,"confirmed, 171 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, substantial (171-employee) Kuwait investment-services firm. Careers page not individually verified this pass."
National Consumer Holding Company - K.S.C. (Public),National Consumer Holding Company - . (Public),NCCI,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,nccikw.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, genuinely diversified Kuwait manufacturing/consumer-services conglomerate. Careers page not individually verified this pass."
Kuwait Emirates Holding Company K.S.C.P.,Kuwait Emirates Holding Company .,EMIRATES,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,ksh.com.kw,not_individually_confirmed_this_pass,"confirmed, 32 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, small (32-employee) Kuwait real-estate/trading firm -- NOT the UAE's Emirates airline/group (a false-positive fuzzy match rejected during the prior pass's dedup). Careers page not individually verified this pass."
Al Manar Financing and Leasing Company K.S.C. (Public),Al Manar Financing and Leasing Company . (Public),ALMANAR,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,almanar.com.kw,not_individually_confirmed_this_pass,confirmed .com.kw domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, genuinely diversified Kuwait Islamic consumer-finance company with real operating divisions (not a passive fund). Careers page not individually verified this pass."
Senergy Holding Company K.S.C.P.,Senergy Holding Company .,SENERGY,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,senergyholding.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, genuinely OPERATIONAL Kuwait oilfield-services company (specialist technical wireline/logging services) -- explicitly not a passive investment shell despite the 'Holding' name. Careers page not individually verified this pass."
Al Madar Kuwait Holding Company K.S.C.P.,Al Madar Kuwait Holding Company .,MADAR,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,almadar-fi.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,insufficient_evidence,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Individually verified this pass: a genuinely passive investment/holding entity (securities trading and IP licensing only, no operating segment, product, or service described) -- classified insufficient_evidence for employer-relevance purposes based on actual confirmed business-description evidence, not a name-pattern guess."
Warba Capital Holding Company K.S.C.P.,Warba Capital Holding Company .,WARBACAP,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,warbacap.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait investment holding company with a genuine cement-block manufacturing operating segment; confirmed subsidiary of the already-staged Boubyan Petrochemical Company (cc-boubyan-petrochemical-company). Careers page not individually verified this pass.
Credit Rating and Collection Company K.S.C. (Public),Credit Rating and Collection Company . (Public),TAHSSILAT,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,crckt.com,not_individually_confirmed_this_pass,"confirmed, 32 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, small (32-employee) Kuwait credit-services company. Careers page not individually verified this pass."
Mubarrad Holding Company K.S.C.P.,Mubarrad Holding Company .,MUBARRAD,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,mubarrad.com.kw,not_individually_confirmed_this_pass,"confirmed, 481 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, substantial (481-employee) Kuwait logistics/warehousing/freight operator -- clearly NOT a passive shell. Careers page not individually verified this pass; a strong candidate for approval in a follow-up pass."
Mashaer Holding Company K.S.C.P.,Mashaer Holding Company .,MASHAER,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,mashaerholding.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, diversified Kuwait real-estate/religious-travel-services company. Careers page not individually verified this pass."
Amar Finance and Leasing Company - KPSC,Amar Finance and Leasing Company -,AMAR,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,amarfinance.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait Islamic finance/real-estate company. Careers page not individually verified this pass.
Manazel Holding Company K.P.S.C.,Manazel Holding Company .,MANAZEL,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,manazelholding.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait/Egypt real-estate developer. Careers page not individually verified this pass.
OSOS Holding Group Company K.P.S.C.,OSOS Holding Group Company .,OSOS,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,ososholding.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait real-estate operator. Careers page not individually verified this pass.
Bayan Investment Holding Company (K.S.C) Public,Bayan Investment Holding Company () Public,BAYANINV,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,bayaninvest.com,not_individually_confirmed_this_pass,"confirmed, 12 employees",none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real but very small (12-employee) Kuwait investment-management firm. Careers page not individually verified this pass.
Kuwait Real Estate Holding Company - KPSC,Kuwait Real Estate Holding Company -,ALAQARIA,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,alaqaria.com.kw,not_individually_confirmed_this_pass,confirmed .com.kw domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real Kuwait real-estate holding/consulting company. Careers page not individually verified this pass.
The Energy House Holding Company K.S.C.P.,The Energy House Holding Company .,ENERGYH,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,energyhouse.com.kw,not_individually_confirmed_this_pass,confirmed .com.kw domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, genuinely operational MENA energy company (exploration/drilling/production, not a passive fund). Careers page not individually verified this pass."
Ekttitab Holding Company K.S.C Public,Ekttitab Holding Company  Public,EKTTITAB,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,ektettab.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,insufficient_evidence,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Individually verified this pass: business description is limited to generic 'investment activities' with no operating segment, product, or service described (unlike most other Category B entries, which had at least one real operating division). Classified insufficient_evidence for employer-relevance based on the actual confirmed (thin) business description, not a name-pattern guess."
Equipment Holding Company K.S.C.P.,Equipment Holding Company .,EQUIPMENT,Investment / Holding / Leasing / Financial Services,stockanalysis.com/list/kuwait-stock-exchange,equipment-holding.com,not_individually_confirmed_this_pass,confirmed .com domain,none confirmed this pass,n/a,individually_verified_pass5,hold_manual_review,medium (individually verified identity/domain/sector/Kuwait-presence via first-party or stockanalysis.com profile; careers page not individually fetched for most),"PASS 5 INDIVIDUAL VERIFICATION (2026-09-13): Real, genuinely operational Kuwait construction-equipment rental/maintenance company. Careers page not individually verified this pass."
