candidate_id,normalized_name,previous_outcome,previous_blocker,new_searches_performed,direct_urls_checked,new_evidence,revised_outcome,remaining_blocker
kw-lead-78,Penspen Ltd.,hold_manual_review,"RECLASSIFIED: Penspen is a definitely-real UK-based oil & gas engineering consultancy with known Gulf operations -- no domain fetch was attempted this pass due to time constraints, not an identity gap. [RECOVERY PASS 2026-09-13] No domain fetch attempted this pass. Real UK-based oil & gas engineerin","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.penspen.com/vacancies.html,"RECOVERY PASS 2 (2026-09-13): Official domain and vacancies portal confirmed real and reachable; the vacancies page lists 'Kuwait' as a location filter option, but the underlying dynamic job-listing content did not render in this pass's fetch.",hold_manual_review,see notes
kw-lead-79,unresolved,insufficient_evidence,Task explicitly flags this as a remote-role case needing careful Kuwait-eligibility verification (Section 9). No confident real-entity match or Kuwait-eligibility evidence found without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",,"RECOVERY PASS 2 (2026-09-13): Fresh search for 'The Flex' Kuwait remote hiring found no evidence confirming Kuwait-resident eligibility, and no evidence overturning the original pass's direct confirmation that Kuwait is absent from The Flex's current and coming-soon markets. Reclassified from insufficient_evidence to geo_ineligible per explicit task instruction (Section 5).",geo_ineligible,see notes
kw-lead-80,Marriott Executive Apartments Kuwait City,hold_manual_review,"RECLASSIFIED: Marriott Executive Apartments is a real, well-known hotel brand under definitely-real parent Marriott International; only the SPECIFIC Kuwait City property could not be independently confirmed this pass (403 block), a technical problem, not an identity problem. [RECOVERY PASS 2026-09-1","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.marriott.com/jobs?filter%5Bcountry%5D%5B0%5D=Kuwait,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Marriott ATS, country=Kuwait filter -- 5 live open positions at 'Marriott Executive Apartments Kuwait City'.",approve_unchanged,
kw-lead-82,Australian University Kuwait,hold_manual_review,"RECLASSIFIED: Australian University Kuwait (AU) is a definitely-real, accredited Kuwait institution -- the guessed domain (aui.edu.kw) failed DNS resolution, a wrong-domain-guess problem, not an identity problem. Distinct from American International University Kuwait (#67, aiu.edu.kw). [RECOVERY PAS","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.au.edu.kw/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Correct official domain identified: au.edu.kw (NOT aui.edu.kw, the DNS-failing guess from the prior pass). Official careers portal exists; a real job posting ('Assistant Manager - Alumni and Career Placement') independently corroborated via Wuzzuf. Real, accredited Kuwait institution (est. 2004 as Australian College of Kuwait).",approve_unchanged,
kw-lead-83,Worley Limited,hold_manual_review,"Careers page confirms Worley operates in 'over 40 countries' and lists Kuwait as an option in a contact-form country dropdown, but no specific Kuwait office or job listing was independently confirmed. Real global engineering/EPC company.","yes (WebSearch + WebFetch, recovery pass 2)",https://www.worley.com/en/about-us/where-we-operate/kuwait,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Worley 'Where we operate' page directly confirming a Kuwait presence. 23 named Kuwait roles referenced (Construction Supervisor, Lead Contracts Administrator, Site Engineer, Project Manager - Construction, Senior Manager Project Controls, Planning Engineer, Environmentalist), located in Ahmadi, Kuwait.",approve_unchanged,
kw-lead-84,Numerica Financial Advisory,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",,"RECOVERY PASS 2 (2026-09-13): Fresh search found only an unrelated US credit union ('Numerica Credit Union', Washington state). No matching Kuwait financial-advisory entity found. Genuine identity gap.",insufficient_evidence,see notes
kw-lead-85,Al-Futtaim Group,hold_manual_review,"RECLASSIFIED per recovery-pass rule: Al-Futtaim is a definitely-real, major UAE conglomerate with known Gulf-wide retail/automotive operations -- under-researched this pass (time constraint), not a genuine identity gap. [RECOVERY PASS 2026-09-13] No domain fetch attempted this pass. Major UAE-based ","yes (WebSearch + WebFetch, recovery pass 2)",https://afuturewithus.com/,RECOVERY PASS 2 (2026-09-13): Own careers page confirmed real but redirects to an external portal (afuturewithus.com) that could not be fetched this pass (connection reset). Third-party sources list 6 Kuwait roles -- not independently re-verified first-party.,hold_manual_review,see notes
kw-lead-86,Bureau Veritas SA,hold_manual_review,"RECLASSIFIED: Bureau Veritas is a definitely-real global testing/inspection/certification company operating in 140+ countries -- the careers redirect target was not independently re-fetched, a follow-through gap, not an identity problem. [RECOVERY PASS 2026-09-13] bureauveritas.com/careers redirecte","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.bureauveritas.com/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. A specific Kuwait job was found: 'Jr. Engineer - Risk & Safety' in Al Shuwaikh, Kuwait -- supporting environmental/safety assessment and technical reporting.",approve_unchanged,
kw-lead-87,SpaStaff.com,insufficient_evidence,"CONFIRMED: real self-service recruitment marketplace connecting spa/wellness professionals with employers (170,000+ professional database). Covers Oman, UAE, Qatar, Saudi Arabia, Bahrain -- but Kuwait is NOT mentioned as a covered market. Not an employer itself; as a source it does not appear to cov","yes (WebSearch + WebFetch, recovery pass 2)",,"RECOVERY PASS 2 (2026-09-13): See kuwait-source-research.csv for the corrected SOURCE-role finding (Kuwait coverage now confirmed). As an EMPLOYER, SpaStaff.com remains not applicable -- it is a recruitment marketplace, not a direct Kuwait employer.",insufficient_evidence,see notes
kw-lead-88,Ali Abdulwahab Al Mutawa Commercial Co.,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://aaw.com/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Century-old Kuwait retail/distribution conglomerate (Ali Abdulwahab Al Mutawa Commercial Co. / AAW), 9 divisions, 100+ represented brands, HQ Kuwait City/Safat.",approve_unchanged,
kw-lead-90,Hyatt Regency Kuwait,hold_manual_review,"RECLASSIFIED: Hyatt is a real, well-known hotel brand; the specific Hyatt Regency Kuwait property could not be independently confirmed this pass (same 403 blocker), a technical problem, not an identity problem. [RECOVERY PASS 2026-09-13] hyatt.com Kuwait destinations page returned HTTP 403 this pass","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.hyatt.com/en-us/careers/search,RECOVERY PASS 2 (2026-09-13): Same careers.hyatt.com HTTP 403 as #59.,hold_manual_review,see notes
kw-lead-91,Meituan,hold_manual_review,"RECLASSIFIED: Meituan is a definitely-real, giant Chinese technology/delivery company -- not independently fetched this pass due to time constraints, not an identity gap. See #26 (Keeta) for the related unresolved brand-identity question. [RECOVERY PASS 2026-09-13] Not independently fetched this pas","yes (WebSearch + WebFetch, recovery pass 2)",https://zhaopin.meituan.com/en/jobs?department=Keeta&city=Kuwait_KuwaitCity,RECOVERY PASS 2 (2026-09-13): Same resolution as #26 -- Meituan's international delivery brand is Keeta; see #26 for full evidence. Meituan has no separate direct Kuwait presence beyond the Keeta brand.,hold_manual_review,see notes
kw-lead-93,Americana Restaurants International plc,hold_manual_review,"IMPORTANT CROSS-REFERENCE FOUND this recovery pass: baseline kuwait.csv already contains cc-americana-group (""Americana Group (Kuwait Food Company)"", legal name ""Kuwait Food Company (Americana) K.S.C.P."", KSE-listed ticker FOOD.KW, founded 1964, operates KFC/Pizza Hut/Hardees/Costa/Krispy Kreme fran","yes (WebSearch + WebFetch, recovery pass 2)",https://www.americanarestaurants.com,"RECOVERY PASS 2 (2026-09-13): No new first-party careers evidence, but a significant new fact: Americana Restaurants' own official site states its corporate history as originating 'in Kuwait back in 1964' and being 'publicly traded on the Kuwait Stock Exchange' -- the SAME founding year and KSE-listing fact already used for the existing baseline row cc-americana-group. Makes it substantially MORE likely this is the same corporate lineage post-2022-restructuring. NOT merged automatically per the no-auto-combine rule -- flagged even more strongly for a human decision.",hold_manual_review,see notes
kw-lead-94,Diyar United Company,insufficient_evidence,Domain guess (diyarunited.com) failed to resolve (DNS failure).,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.diyarme.com,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Corrects the prior wrong-domain guess (diyarunited.com, DNS failure). Real Kuwait IT/telecom solutions provider since 1980, HQ Kuwait City (Business Tower 1, Khaled Ibn Al-Waleed St). Named Dell Partner of the Year 2026.",approve_unchanged,
kw-lead-96,SLB (formerly Schlumberger),hold_manual_review,"careers.slb.com job-search URL guess 404'd this pass. SLB already has a Qatar row (cc-slb) and was staged (with a corrected URL) in the Saudi pass (cc-slb) -- given SLB's enormous global oilfield-services footprint, a genuine Kuwait presence is highly plausible, but not independently confirmed this ","yes (WebSearch + WebFetch, recovery pass 2)",https://apply.slb.com/careers?location=Kuwait,RECOVERY PASS 2 (2026-09-13): CONFIRMED via official SLB ATS (apply.slb.com) with direct Kuwait-location-filtered URLs and distinct job posting IDs; third-party aggregation confirms 17 open Kuwait jobs.,approve_unchanged,
kw-lead-97,unresolved -- multiple candidate entities exist,insufficient_evidence,"Task explicitly flags this as identity-ambiguous (multiple real companies/brands named 'Oryx' exist across different Gulf industries, e.g. Oryx Energies, Oryx GTL Qatar). Could not confirm a specific, real, Kuwait-relevant 'Oryx' entity without WebSearch. Not guessed.","yes (WebSearch + WebFetch, recovery pass 2)",https://www.oryxholding.com,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Resolves the multi-entity identity ambiguity (distinct from Oryx Energies/Swiss-African and Oryx GTL/Qatar). Oryx Holding is a Kuwait City-headquartered conglomerate of 18 companies (est. 2010/2018), physical address P.O. Box 917, Souk Al Dakhili, Kuwait City. Careers page not independently confirmed this pass.",approve_unchanged,
kw-lead-99,Ecolab Inc.,hold_manual_review,jobs.ecolab.com fetch returned truncated content that could not be confirmed to show Kuwait-specific results. Already has a Qatar row (cc-ecolab-qatar); Kuwait presence plausible given global scale but not independently confirmed this pass.,"yes (WebSearch + WebFetch, recovery pass 2)",https://jobs.ecolab.com/,RECOVERY PASS 2 (2026-09-13): Explicit negative signal found: Glassdoor states 'No Jobs at Ecolab in Kuwait' currently. Not conclusive (aggregator coverage incomplete) but weakens the case for staging.,hold_manual_review,see notes
kw-lead-100,Radisson Hotel Group,hold_manual_review,"Destination page returned HTTP 403 this pass. Radisson Blu Kuwait is a well-known, real property; needs a direct careers-page re-check before staging.","yes (WebSearch + WebFetch, recovery pass 2)",https://radissoncareers.com/jobs?location=Kuwait,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via the correct official Radisson ATS domain (radissoncareers.com, not radissonhotels.com) -- 6 live Kuwait openings by sub-location: Fintas (5), Mangaf (1).",approve_unchanged,
kw-lead-101,Larsen & Toubro Limited,hold_manual_review,"RECLASSIFIED per recovery-pass rule: Larsen & Toubro is definitely real with known large-scale GCC EPC project history; its careers page WAS directly fetched but did not name specific countries either way -- an ambiguous/weak signal, not a confirmed negative. [RECOVERY PASS 2026-09-13] Careers page ","yes (WebSearch + WebFetch, recovery pass 2)",https://www.larsentoubro.com/kuwait-construction/careers,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official L&T Kuwait-specific careers page, with a named physical Kuwait office address: Office No. 19, Ground Floor, Building 1, Block 3, Mirqab, Kuwait.",approve_unchanged,
kw-lead-102,unresolved -- exact identity/naming not confirmed,insufficient_evidence,"Wikipedia URL guess for ADES International Holding 404'd. ADES is publicly known as a real, large Egypt/Saudi-listed drilling company; whether 'Advanced Energy Systems' is a genuine alternate name for the same entity was not confirmed without WebSearch -- not guessed.","yes (WebSearch + WebFetch, recovery pass 2)",http://investors.adihgroup.com,"RECOVERY PASS 2 (2026-09-13): Identity resolved -- 'Advanced Energy Systems' is confirmed as a genuine alternate/trading name for ADES (per its own social channels, e.g. '@adesdrilling' titled 'ADES - Advanced Energy Systems'). ADES explicitly states 'a strong presence in Kuwait' among its 9 operating geographies. No Kuwait-specific careers page or job posting independently confirmed this pass.",hold_manual_review,see notes
kw-lead-103,Mashreqbank psc,hold_manual_review,"RECLASSIFIED per recovery-pass rule: Mashreqbank is a definitely-real, large UAE bank with known regional Gulf presence -- the specific /en/uae/careers/ URL guess 404'd, a wrong-path problem, not an identity problem. [RECOVERY PASS 2026-09-13] UAE careers URL guess 404'd this pass. Mashreq is a well","yes (WebSearch + WebFetch, recovery pass 2)",https://www.mashreq.com/en/uae/about-us/careers/jobs/,"RECOVERY PASS 2 (2026-09-13): Own corporate description confirms 'growing retail presence in the region including Egypt, Qatar, Kuwait and Bahrain' (tier-1 market confirmation), but no Kuwait-specific careers URL or job posting confirmed.",hold_manual_review,see notes
kw-lead-105,Abercrombie & Fitch Co.,insufficient_evidence,"CONFIRMED: corporate careers page lists only Columbus (Ohio, Global Home Office), London, Shanghai, Hong Kong, Bengaluru, and Switzerland as work locations -- no Gulf region or franchise-operations mention. No confirmed direct Kuwait employment relationship; if Kuwait stores exist, they are very lik","yes (WebSearch + WebFetch, recovery pass 2)",https://corporate.abercrombie.com,"RECOVERY PASS 2 (2026-09-13): Official brand domain hollisterco.com (same corporate family) confirms a real physical Hollister store at The Avenues, Al Rai, Kuwait via its own store locator. Upgrades the prior finding: A&F Co. group brands have confirmed physical Kuwait retail presence, even though the corporate careers portal doesn't list local Kuwait roles. The specific local franchise operator/employer of record remains unconfirmed.",hold_manual_review,see notes
kw-lead-106,Hollister Co.,insufficient_evidence,"Hollister is a genuine Abercrombie & Fitch Co. brand (see #105) but was not independently researched this pass. Not treated as a simple alias of A&F Co. since a Kuwait Hollister store, if it exists, would likely be operated by a distinct local franchisee rather than A&F Co. directly -- kept as its o","yes (WebSearch + WebFetch, recovery pass 2)",https://www.hollisterco.com/shop/us/clothing-stores/KW/Kuwait/KW/31830,"RECOVERY PASS 2 (2026-09-13): Official hollisterco.com store locator confirms a real physical store at The Avenues, Al Rai, Kuwait. Kept as its own row per the no-auto-merge rule; franchise operator/employer identity still unconfirmed.",hold_manual_review,see notes
kw-lead-107,Nestlé S.A.,hold_manual_review,"RECLASSIFIED per recovery-pass rule: Nestlé is a definitely-real global FMCG company with major MENA operations -- the jobs page returned HTTP 403 (bot-block), a technical access problem, not an identity problem. [RECOVERY PASS 2026-09-13] jobs page returned HTTP 403 this pass. Real global FMCG comp","yes (WebSearch + WebFetch, recovery pass 2)",https://www.nestle.com/jobs/search-jobs,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via a physical Kuwait office address (Sulaibiya Area, Agility Complex, Beside Land Customs, Safat, Kuwait City) with local phone number, and Nestle's own global job-search portal showing 1 current Kuwait opening.",approve_unchanged,
kw-lead-108,Classera,hold_manual_review,"RECLASSIFIED per recovery-pass rule: Classera is a definitely-real, well-documented Saudi-founded education-technology company -- under-researched this pass (time constraint), not a genuine identity gap. [RECOVERY PASS 2026-09-13] No domain fetch attempted this pass. Known as a Saudi-founded educati","yes (WebSearch + WebFetch, recovery pass 2)",https://mea.classera.com/en/careers/,"RECOVERY PASS 2 (2026-09-13): Own-site language describes 'expansion into Kuwait, Qatar, and the UAE' as a forward-looking regional-partnership strategy rather than a confirmed established local office.",hold_manual_review,see notes
kw-lead-109,unresolved -- possible relation to Commercial Bank of Kuwait (Al-Tijari) not confirmed,insufficient_evidence,Could not confirm without WebSearch whether this refers to the well-known Commercial Bank of Kuwait (colloquially 'Al-Tijari') or a distinct 'AlTijaria Group' entity. Not guessed/merged.,"yes (WebSearch + WebFetch, recovery pass 2)",https://altijaria.com/en/careers,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. The supplied lead name 'AlTijaria' directly matches the Commercial Bank of Kuwait's own brand domain (altijaria.com). Kuwait's second-oldest bank (est. 1960), 2,000+ employees across 60 locations, official careers page live. Identity ambiguity fully resolved -- this is definitively the Commercial Bank of Kuwait (Al-Tijari).",approve_unchanged,
kw-lead-110,İpekyol,hold_manual_review,"RECLASSIFIED: Ipekyol (IPEKYOL Group) is a definitely-real Turkish fashion retail brand with known Gulf franchise presence in the region -- no domain fetch was attempted this pass due to time constraints, not an identity gap. [RECOVERY PASS 2026-09-13] No domain fetch attempted this pass. Known as a","yes (WebSearch + WebFetch, recovery pass 2)",unknown,"RECOVERY PASS 2 (2026-09-13): Confirmed real, operating physical stores in Kuwait (The Avenues Phase III; Khiran Mall) with a local phone number -- strong presence evidence. No dedicated careers page or Kuwait-specific job posting found; Gulf franchise retail brands are typically operated by a local franchisee whose specific employer identity was not established this pass.",hold_manual_review,see notes
kw-lead-111,"Leidos Holdings, Inc.",hold_manual_review,careers.leidos.com redirect target was not independently re-fetched this pass. Leidos is a major US government/defense contractor with known overseas theater-support operations; Kuwait presence plausible but not independently confirmed.,"yes (WebSearch + WebFetch, recovery pass 2)",https://careers.leidos.com/search/jobs/in/country/kuwait,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Leidos ATS's direct country-filtered Kuwait URL and a specific live job-detail page: 'IT Site Lead in Kuwait (No Remote)' at Camp Arifjan, Kuwait.",approve_unchanged,
kw-lead-112,Fluor Corporation,hold_manual_review,"RECLASSIFIED per recovery-pass rule: Fluor Corporation is definitely real; its careers page WAS directly fetched and lists a generic ""Middle East"" regional site without excluding Kuwait -- an ambiguous/weak signal, not a confirmed negative, so held rather than left as a pure identity gap. [RECOVERY ","yes (WebSearch + WebFetch, recovery pass 2)",https://www.fluor.com/careers,RECOVERY PASS 2 (2026-09-13): CONFIRMED. A specific named Kuwait job was found: 'DPW Manager (Fire Protection / Suppression) in Kuwait' via Fluor's official careers channel. Resolves the prior ambiguous 'generic Middle East region' signal.,approve_unchanged,
kw-lead-113,KitchenPark,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.kitchenpark.com/en/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Real dark-kitchen/commercial-kitchen rental company with 5 named Kuwait locations (Ardiya, Khaitan, Qurain, Sharq, Salwa), Kuwait phone number. Careers page not independently confirmed this pass; staged on strength of extensive confirmed physical Kuwait presence.",approve_unchanged,
kw-lead-118,Al Mulla Engineering,hold_manual_review,"Plausibly a subsidiary/division of the already-present Al Mulla Group (#117), but this relationship was not independently confirmed this pass (no direct fetch attempted). Held rather than automatically merged, per the no-auto-combine rule, pending confirmation of whether it is a distinct legal entit","yes (WebSearch + WebFetch, recovery pass 2)",https://almullaengineering.com/careers/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Al Mulla Engineering has its own distinct official domain and careers page, plus the parent Al Mulla Group's official recruitment portal and physical HQ (Free Trade Zone, Shuwaikh, Kuwait). Confirmed as a genuine distinct entity/division related to but separate from the already-present Al Mulla Group (#117) -- kept as its own row per the no-auto-combine rule.",approve_unchanged,
kw-lead-119,unresolved,insufficient_evidence,"Task explicitly says do not assume identity. 'Aloula Aviation' is a real, distinct Saudi airline already verified in the Saudi-market registry pass (cc-aloula-aviation) -- but this is the KUWAIT lead list, and no genuine Kuwait-relevant 'Aloula' or similarly-sounding entity was identified without We","yes (WebSearch + WebFetch, recovery pass 2)",http://www.al-oula.net,"RECOVERY PASS 2 (2026-09-13): Fresh search found multiple distinct 'Aloula'/'Al Oula'-spelled entities across different countries (Saudi Tamweel Aloula, a US 'AlOula' real-estate firm) plus one genuinely Kuwait-based candidate: 'Al Oula Steel Manufacturing Company' (al-oula.net). Per the explicit task instruction not to assume identity, this is flagged as the most likely candidate but NOT auto-matched -- genuine identity uncertainty remains for human confirmation. Not conflated with the unrelated Saudi 'Aloula Aviation' entity from the separate Saudi-market pass.",hold_manual_review,see notes
kw-lead-1-pass3,stc Kuwait,hold_manual_review,"areers portal. Direct WebFetch failed both times (DNS resolution failure; HTTP 403) -- appears to be a tool-side network issue, not a real reachability problem, since search engines crawl it fine. A human opening https://careers.stc.com.kw/ directly in a browser will very likely succeed immediately.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",https://careers.stc.com.kw/,"PASS 3 (2026-09-13): Re-attempted via the official sitemap (stc.com.kw/en/sitemap) as a first-party fallback -- also HTTP 403 to direct fetch. The domain-wide block appears to affect all stc.com.kw paths from this tool's network, not just /careers. WebSearch itself continues to index careers.stc.com.kw as live and real. Unresolved by automated means this pass; a human opening it directly in a browser will very likely succeed.",hold_manual_review,see notes
kw-lead-3-pass3,Anton,hold_manual_review,"ton-OSS' entity actively recruiting in Kuwait (6 Oil, Gas, HSE, Engineering and Administration roles per aggregator). Likely Anton Oilfield Services Group's (#4) Kuwait-specific operating subsidiary/branch, but the relationship is not confirmed first-party -- NOT merged per the no-auto-combine rule.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",unknown,"PASS 3 (2026-09-13): Strengthened. Anton-OSS confirmed to have sustained, recurring Kuwait recruiting activity (multiple postings across 2023 and 2026 per aggregators: '14 fursa 2023', '6 jobs 2026' -- Oil/Gas/HSE/Engineering/Administration roles), not a one-off. Still no dedicated official Anton-OSS domain found (parent Anton Group's domain remains antonoil.com) -- relationship to #4 (Anton Oilfield Services Group) still not first-party confirmed.",hold_manual_review,see notes
kw-lead-11-pass3,IHG Hotels & Resorts,hold_manual_review,"/search-and-apply/?area=kuwait), snippet confirms 'Holiday Inn' Kuwait postings, but direct WebFetch returned HTTP 403 both attempts. Brand-level lead per task policy -- parent brand should not be staged separately from a confirmed individual property; 'Holiday Inn' Kuwait flagged for a future pass.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",https://careers.ihg.com/en/search-and-apply/?area=kuwait,"PASS 3 (2026-09-13): Two specific named IHG Kuwait properties now confirmed via IHG's own official hotel-detail pages (tier-1): 'Holiday Inn Kuwait Salmiya' (ihg.com/holidayinn/hotels/us/en/kuwait/kwime/hoteldetail, hotel code kwime) and 'Holiday Inn Kuwait Al Thuraya City' (kwikw). Logged as new independent-discovery candidates (see independent-discovery-candidates.csv) rather than promoting the brand-level lead itself, per the established group/property policy. careers.ihg.com remains 403-blocked to direct fetch.",hold_manual_review,see notes
kw-lead-20-pass3,Hilton Worldwide,hold_manual_review,"s.hilton.com or equivalent) could be located via WebSearch or direct fetch this pass; hilton.com/en/careers/ 404'd. 4 Kuwait properties remain confirmed only via Hilton's own booking site (secondary) and third-party job boards, not first-party careers/HR evidence. Technical discovery block persists.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",https://jobs.hilton.com/emea/en,"PASS 3 (2026-09-13): RESOLVED. Browser extension unavailable this pass; used first-party fallback (WebSearch-crawled official domain). Hilton's real official ATS domain is jobs.hilton.com (previously undiscoverable) -- confirmed via a crawled first-party job-detail URL pattern (jobs.hilton.com/emea/en/job/HOT0B9R3/Concierge-Agent, Al Farwaniya, Kuwait; the specific listing has since expired/404'd on direct re-fetch, consistent with normal ATS churn, same evidence-tier treatment as Siemens' job IDs in the prior pass). 4 Kuwait properties confirmed via Hilton's own hotel pages (hilton.com/en/hotels/kwigigi-hilton-garden-inn-kuwait/, /kwiwawa-waldorf-astoria-kuwait/).",approve_unchanged,
kw-lead-44-pass3,SSC HR Solutions,hold_manual_review,"s only in Saudi Arabia, Egypt, and UAE -- NOT Kuwait. A genuinely Kuwait-based, similarly-named firm was found instead: 'SOS HR Solutions' (soshr.net, est. 1975). Likely an OCR/transcription mix-up between 'SSC' and 'SOS' -- flagged explicitly for human confirmation rather than silently substituted.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",https://soshr.net,"PASS 3 (2026-09-13): Strengthened. 'SOS HR Solutions' (soshr.net / soshrsolutions.com) confirmed with CURRENT open vacancies (HR Specialist, HR Officer, Technical Sales) and a direct contact channel (techkwt@soshr.net). Since 1975. Very high confidence this is the entity meant by supplied lead #44 'SSC HR Solutions' (single-letter transposition, identical business type, only Kuwait-based match found) -- still NOT auto-substituted per the no-guessing rule; flagged for final human sign-off rather than staged under a name that doesn't match what was supplied.",hold_manual_review,see notes
kw-lead-59-pass3,Grand Hyatt Kuwait,hold_manual_review,"m Kuwait destinations page returned HTTP 403 this pass. Flagged for the Hyatt Kuwait group/property reconciliation (see #90, #121).

RECOVERY PASS 2 (2026-09-13): Correct official ATS URL identified (careers.hyatt.com/en-us/careers/search) but HTTP 403 on direct fetch this pass (bot-block persists).","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",https://careers.hyatt.com/en-us/careers/search,"PASS 3 (2026-09-13): RESOLVED. Browser unavailable; used official press-release fallback per instructions. Hyatt's own newsroom (newsroom.hyatt.com, first-party) confirms Grand Hyatt Kuwait's official opening (2022-09-16, 302 rooms, 360 Mall) -- also corroborated by Business Wire. careers.hyatt.com/en-us/careers/search remains the correct official ATS (still 403-blocked to direct fetch, a technical limitation, not identity doubt).",approve_unchanged,
kw-lead-63-pass3,Snoonu,hold_manual_review,"entarabi.com (regional business news): Snoonu officially launched Kuwait operations 2026-04-30, hiring ~180 local employees, named CEO of Kuwait operations (Bader Al-Ajeel). Substantially stronger evidence than the prior pass; held rather than approved only for lack of a first-party careers/ATS URL.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",https://snoonu.com/careers,"PASS 3 (2026-09-13): Re-attempted; snoonu.com/careers still HTTP 403 (persistent bot-block). No Kuwait-specific breakdown found on aggregator career pages (Qureos shows '48 positions, remote or on-site' Qatar-wide, not Kuwait-specific). The 2026-04-30 Kuwait market-entry press release (Zawya, entarabi) remains strong presence evidence, but does not itself constitute an official careers/ATS confirmation -- kept hold pending a working fetch of the official careers page.",hold_manual_review,see notes
kw-lead-78-pass3,Penspen Ltd.,hold_manual_review,"ulf operations; Kuwait-specific presence not confirmed.

RECOVERY PASS 2 (2026-09-13): Official domain and vacancies portal confirmed real and reachable; the vacancies page lists 'Kuwait' as a location filter option, but the underlying dynamic job-listing content did not render in this pass's fetch.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",https://careers.penspen.com/vacancies.html,"PASS 3 (2026-09-13): RESOLVED. Penspen's own official website (penspen.com/regions/east-region/, first-party) explicitly states 'Penspen has project offices strategically positioned in Kuwait' supporting client project sites 'across Qatar, Iraq, and Kuwait.' Official vacancies portal (careers.penspen.com/vacancies.html) already confirmed real with a Kuwait location filter. No specific live Kuwait job independently confirmed, but tier-1 official-website presence confirmation is sufficient per the evidence-priority rules.",approve_unchanged,
kw-lead-90-pass3,Hyatt Regency Kuwait,hold_manual_review,"me 403 blocker), a technical problem, not an identity problem. [RECOVERY PASS 2026-09-13] hyatt.com Kuwait destinations page returned HTTP 403 this pass. Flagged for the Hyatt Kuwait group/property reconciliation (see #59, #121).

RECOVERY PASS 2 (2026-09-13): Same careers.hyatt.com HTTP 403 as #59.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",https://careers.hyatt.com/en-us/careers/search,"PASS 3 (2026-09-13): RESOLVED. Same fallback as #59. Hyatt's own newsroom confirms Hyatt Regency Al Kout Mall's official opening (2019-01-06) in Fahaheel (a verified Kuwait area), in partnership with Tamdeen Group.",approve_unchanged,
kw-lead-119-pass3,Aloula (unresolved -- possible match: Al Oula Steel Manufacturing Company),hold_manual_review,"-oula.net). Per the explicit task instruction not to assume identity, this is flagged as the most likely candidate but NOT auto-matched -- genuine identity uncertainty remains for human confirmation. Not conflated with the unrelated Saudi 'Aloula Aviation' entity from the separate Saudi-market pass.","yes (WebSearch + WebFetch, pass 3 -- browser unavailable, first-party fallback evidence used)",http://www.oulasteel.com,"PASS 3 (2026-09-13): Domain correction. The real official domain for the likely-match candidate is oulasteel.com (NOT al-oula.net, which was an incorrect guess last pass) -- confirmed via the company's own careers page (oulasteel.com/career), physical address (West Shuaiba Industrial Area, Fahaheel), and status as Kuwait's first and only steel plant since 2003. Still flagged as the most likely candidate for supplied lead #119 ('Aloula') but NOT auto-matched -- name similarity is suggestive, not confirmed identical.",hold_manual_review,see notes
