internal_row_id,canonical_name,relevance_status,reason_for_review,google_category,address,city,website,google_maps_url,batch_status
pilot-0258,AKSA for Trading and Contracting s.a.r.l,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"Mkalles roundabout, Sin El Fil, Lebanon",Sin El Fil,http://aksa-lb.com/,https://www.google.com/maps/search/?api=1&query=AKSA%20for%20Trading%20and%20Contracting%20s.a.r.l&query_place_id=ChIJRxjROfQXHxURGKNcKzTe0QY,web_verification_complete
pilot-0269,STEEL MASTER,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Steel construction company,"VHRG+Q5G, Jdeideh, Lebanon",Jdeideh,http://www.steelmaster.me/,https://www.google.com/maps/search/?api=1&query=STEEL%20MASTER&query_place_id=ChIJrVR3DQA9HxUR8cwwqCPeTZE,web_verification_complete
pilot-0270,Bou Faysal for Contracting and Scaffolding,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"Electricity Road, Sad El Baouchriyeh, Lebanon",Sad El Baouchriyeh,http://www.boufaysal.com/,https://www.google.com/maps/search/?api=1&query=Bou%20Faysal%20for%20Contracting%20and%20Scaffolding&query_place_id=ChIJB5T47soXHxURRzVmlA6M_-U,web_verification_complete
pilot-0315,Elmawad for construction and repair,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Waterproofing service,"CF6G+P27, Habbouch, Lebanon",Habbouch,http://www.elmawad.com/,https://www.google.com/maps/search/?api=1&query=Elmawad%20for%20construction%20and%20repair&query_place_id=ChIJacAiTYftHhURWeo65GBUKN8,web_verification_complete
pilot-0322,Yamen Sarl for Trading and Industry,eligible_employer,website=likely_official_needs_review; careers=email_or_application_form; linkedin=no_company_page_found,Ready mix concrete supplier,"Kfour, Nabatieh, Lebanon",Nabatieh,http://www.yamenest.com/,https://www.google.com/maps/search/?api=1&query=Yamen%20Sarl%20for%20Trading%20and%20Industry&query_place_id=ChIJZZHqC7zsHhURzJCmrjkUQKc,web_verification_complete
pilot-0334,Marsa Global Logistics,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Import export company,"Eastern Autostrad Dandashli Bldg, Sidon, Lebanon",Sidon,https://www.marsagloballogistics.com/,https://www.google.com/maps/search/?api=1&query=Marsa%20Global%20Logistics&query_place_id=ChIJtSK_UxbxHhUR6Tv0FhigmmI,web_verification_complete
pilot-0335,DHL Service Point (SAIDA SERVICE CENTER),ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Logistics service,"ELIA AVENUE, ZEIDAN AND, HARIRI, Sidon, Lebanon",Sidon,https://locator.dhl.com/results?address=id:BEY006&language=en&lc=LB&resultUom=km&clientAppCode=GYD,https://www.google.com/maps/search/?api=1&query=DHL%20Service%20Point%20(SAIDA%20SERVICE%20CENTER)&query_place_id=ChIJEVQR7BnwHhURuXLITkdA38w,web_verification_complete
pilot-0343,Ultra Taxi,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Taxi service,"Ryiad El Solh, Sidon, Lebanon",Sidon,https://ultrataxilebanon.com/,https://www.google.com/maps/search/?api=1&query=Ultra%20Taxi&query_place_id=ChIJqfWKq-TxHhURXELU7DBDHvc,web_verification_complete
pilot-0356,A4mex Saida,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Transportation service,"H98H+VWH, Sidon, Lebanon",Sidon,http://www.a4mex.com/,https://www.google.com/maps/search/?api=1&query=A4mex%20Saida&query_place_id=ChIJG6gUgGnxHhURx95ZaP9BxqU,web_verification_complete
pilot-0364,Care Corner SARL,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Distribution service,"Iskandar Gharib, Tripoli, Lebanon",Tripoli,https://www.carecorner.cc/,https://www.google.com/maps/search/?api=1&query=Care%20Corner%20SARL&query_place_id=ChIJLaQPiBn3IRURiYakdYOv70A,web_verification_complete
pilot-0366,The Net Global,eligible_employer,website=likely_official_needs_review; careers=jobs_page_with_active_listings; linkedin=no_company_page_found,Distribution service,"Fawzi Qawiqji, Tripoli, Lebanon",Tripoli,https://www.thenetglobal.group/,https://www.google.com/maps/search/?api=1&query=The%20Net%20Global&query_place_id=ChIJlZRA65b3IRURDG28W6mtZCE,web_verification_complete
pilot-0378,Tripoli Soap Factory Khan el masriyen,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Beauty products wholesaler,"Khan El Massryiin, Tripoli, Lebanon",Tripoli,http://tripoli-soap.com/,https://www.google.com/maps/search/?api=1&query=Tripoli%20Soap%20Factory%20Khan%20el%20masriyen&query_place_id=ChIJE4JHiK73IRURKrsF6AcShO8,web_verification_complete
pilot-0387,Shark,ambiguous_identity_manual_review,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Digital printing service,"bldg, tripoli,Cheikh Rachid Rida Street, Tripoli, Lebanon",Tripoli,https://sharkshoplb.com/,https://www.google.com/maps/search/?api=1&query=Shark&query_place_id=ChIJt5hMFV_1IRUR9dHOwspo1G0,web_verification_complete
pilot-0388,Petra Tissue - Malak & Co. for Trd. & Ind.,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Manufacturer,"Tripoli, Lebanon",Tripoli,http://www.petratissue.com/,https://www.google.com/maps/search/?api=1&query=Petra%20Tissue%20-%20Malak%20%26%20Co.%20for%20Trd.%20%26%20Ind.&query_place_id=ChIJacbbAJD1IRURdqEQvaNoLlQ,web_verification_complete
pilot-0389,961Clothes,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Clothing store,"Thakafa, Tripoli, Lebanon",Tripoli,https://961clothes.com/,https://www.google.com/maps/search/?api=1&query=961Clothes&query_place_id=ChIJeSBsbmD1IRURpGpxX-435Gw,web_verification_complete
pilot-0415,Swandance zahle,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Dance school,"Arabi street rassié, Zahlé, Lebanon",Zahlé,http://www.swandance.net/,https://www.google.com/maps/search/?api=1&query=Swandance%20zahle&query_place_id=ChIJ4StmEj01HxURndJGiVuQRwU,web_verification_complete
pilot-0417,"CrossTalk, Ecumenical Christian NGO - Zahle",eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Non-governmental organization,"Greek-Melkite Cathedral of Our Lady of Deliverance Our Lady of Deliverance Street, Zahlé, Lebanon",Zahlé,http://www.mycrosstalk.org/,https://www.google.com/maps/search/?api=1&query=CrossTalk%2C%20Ecumenical%20Christian%20NGO%20-%20Zahle&query_place_id=ChIJyebTtl01HxURf4BrDGTAMcY,web_verification_complete
pilot-0418,Labora Zahle,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Non-governmental organization,"RWQ6+PMH, Zahlé, Lebanon",Zahlé,http://laboraonline.com/,https://www.google.com/maps/search/?api=1&query=Labora%20Zahle&query_place_id=ChIJMStFQB81HxURDFOXx6feLrk,web_verification_complete
pilot-0425,Dar Al Sadaka,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Social services organization,"RVMR+VMR, Zahlé, Lebanon",Zahlé,http://www.daralsadaka.com/,https://www.google.com/maps/search/?api=1&query=Dar%20Al%20Sadaka&query_place_id=ChIJd9XfLuc0HxUR5rfWwGCOong,web_verification_complete
pilot-0428,Triumphant mercy Zahle جمعية الرحمة المنتصرة زحلة,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Non-governmental organization,"RWHC+CC7, Unnamed Road, Lebanon",,http://tm-lebanon.com/,https://www.google.com/maps/search/?api=1&query=Triumphant%20mercy%20Zahle%20%D8%AC%D9%85%D8%B9%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D8%A9%20%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B5%D8%B1%D8%A9%20%D8%B2%D8%AD%D9%84%D8%A9&query_place_id=ChIJG5NVurPLGBUR3hGuj9LqSo4,web_verification_complete
pilot-0430,NABA,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Non-governmental organization,"A4, Qasernaba, Lebanon",Qasernaba,https://naba-lb.ngo/,https://www.google.com/maps/search/?api=1&query=NABA&query_place_id=ChIJdxYjEes1HxUR4PJjAlJW3Dw,web_verification_complete
pilot-0432,Michel Daher Social Foundation,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Non-governmental organization,"Delta Trading Building, Main road, Lebanon",,https://daherfoundation.org/,https://www.google.com/maps/search/?api=1&query=Michel%20Daher%20Social%20Foundation&query_place_id=ChIJvWtGfUnLGBURhlCof8HGmU8,web_verification_complete
pilot-0444,Heart for Lebanon - Hope Ministry Center,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Educational institution,"Zahlé - Baalbek Hwy, Lebanon",,http://heartforlebanon.org/,https://www.google.com/maps/search/?api=1&query=Heart%20for%20Lebanon%20-%20Hope%20Ministry%20Center&query_place_id=ChIJpzTklCbLGBURP7J7DOM0UcA,web_verification_complete
pilot-0010,HISSABAT/ IT Solutions,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Software company,"Cornish Al, Beirut, Lebanon",Beirut,,https://www.google.com/maps/search/?api=1&query=HISSABAT%2F%20IT%20Solutions&query_place_id=ChIJm32YM2MXHxUR1_CyPJ_vcOQ,web_verification_complete
pilot-0027,Media Pro,eligible_employer,website=not_applicable; careers=unavailable_not_found; linkedin=no_company_page_found,Marketing agency,"Beirut, Lebanon",Beirut,,https://www.google.com/maps/search/?api=1&query=Media%20Pro&query_place_id=ChIJr1l6z_oXHxURAOR1AekaqOw,web_verification_complete
pilot-0033,Beyond agency,eligible_employer,website=not_applicable; careers=unavailable_not_found; linkedin=no_company_page_found,Marketing agency,"VFHW+QXH, Zreik, Beirut, Lebanon",Beirut,,https://www.google.com/maps/search/?api=1&query=Beyond%20agency&query_place_id=ChIJUTJm6B4XHxUR99pu3IrtK0o,web_verification_complete
pilot-0046,Intelligile Lebanon,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Software company,"waygand street, marfaa building Block M, 4th Floor, Beirut, Lebanon",Beirut,,https://www.google.com/maps/search/?api=1&query=Intelligile%20Lebanon&query_place_id=ChIJq4_oKK_2IRURw74iSnJsDL0,web_verification_complete
pilot-0121,Purpl Wallet,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Financial institution,"3rd Floor, Aya Tower, Armenia, Beirut, Lebanon",Beirut,,https://www.google.com/maps/search/?api=1&query=Purpl%20Wallet&query_place_id=ChIJEYCI0lIXHxURI2WQFZW9gWg,web_verification_complete
pilot-0185,The Grand Factory,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Night club,"Beirut, Lebanon",Beirut,https://www.facebook.com/thegrandfactorybeirut/,https://www.google.com/maps/search/?api=1&query=The%20Grand%20Factory&query_place_id=ChIJW4aXm2oWHxURyiUdsR6vEUI,web_verification_complete
pilot-0214,Factory Bspoke Interiors,eligible_employer,website=inaccessible; careers=email_or_application_form; linkedin=no_company_page_found,Furniture manufacturer,"VHM3+P93, Baouchriyeh, Lebanon",Baouchriyeh,,https://www.google.com/maps/search/?api=1&query=Factory%20Bspoke%20Interiors&query_place_id=ChIJ4SDHFKIXHxURc_vtZwe4Bz4,web_verification_complete
pilot-0231,Moubarak & Associates,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=verified_official_company_page,Civil engineering company,"Jal El Dib Main Rd, Lebanon",,,https://www.google.com/maps/search/?api=1&query=Moubarak%20%26%20Associates&query_place_id=ChIJsYVTClU9HxURP-myeE-YO98,web_verification_complete
pilot-0247,Almabani General Contractors - Beirut Office,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Construction company,"Matin, Lebanon",Matin,,https://www.google.com/maps/search/?api=1&query=Almabani%20General%20Contractors%20-%20Beirut%20Office&query_place_id=ChIJh9gN4Uc-HxURd0b-y9ke98Y,web_verification_complete
pilot-0319,FALA Road Contracting S.A.R.L.,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=ambiguous_multiple_matches,Ready mix concrete supplier,"CF65+73G, Kfour, Lebanon",Kfour,,https://www.google.com/maps/search/?api=1&query=FALA%20Road%20Contracting%20S.A.R.L.&query_place_id=ChIJCw5-C4ftHhURDJsS-UPczak,web_verification_complete
pilot-0337,Relax Transport,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Taxi service,"قرب كوكتيل العقاد Saida - al wastani, Sidon, Lebanon",Sidon,,https://www.google.com/maps/search/?api=1&query=Relax%20Transport&query_place_id=ChIJf5ZQ_8LxHhURwfjqFaXEUuQ,web_verification_complete
pilot-0357,Nakib taxi company,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Transportation service,"حيً البراد مقابل صيدلية الزيباوي, Sidon, Lebanon",Sidon,,https://www.google.com/maps/search/?api=1&query=Nakib%20taxi%20company&query_place_id=ChIJiVk4F34MCKMRNf5fF8Nm9XI,web_verification_complete
pilot-0361,Speed delivery,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Distribution service,"CRCV+9HM, Tripoli, Lebanon",Tripoli,,https://www.google.com/maps/search/?api=1&query=Speed%20delivery&query_place_id=ChIJIQXGLFr3IRUReI_ysPuO_sA,web_verification_complete
pilot-0379,Pompi juice factory,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Warehouse,"FR3R+55J, Tripoli, Lebanon",Tripoli,,https://www.google.com/maps/search/?api=1&query=Pompi%20juice%20factory&query_place_id=ChIJO9CLOAD1IRURa4w557LFCaM,web_verification_complete
pilot-0386,Bongoût Chocolatier & Confisseris,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Chocolate factory,"Houwalla Bldg # 1, Azmie Street, Tripoli, Lebanon",Tripoli,,https://www.google.com/maps/search/?api=1&query=Bongo%C3%BBt%20Chocolatier%20%26%20Confisseris&query_place_id=ChIJ4Yx7Faj2IRURM6AxwQHfb-8,web_verification_complete
pilot-0398,Azm school,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Elementary school,"VV36+VWM, Zahlé, Lebanon",Zahlé,,https://www.google.com/maps/search/?api=1&query=Azm%20school&query_place_id=ChIJUdGYQgA1HxURxubBvBZNwI4,web_verification_complete
pilot-0402,Minaplaza,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,High school,"VV36+VWM, Zahlé, Lebanon",Zahlé,,https://www.google.com/maps/search/?api=1&query=Minaplaza&query_place_id=ChIJw1bRSPQ1HxUR22Uubr2hIdY,web_verification_complete
pilot-0426,himaya Zahle,eligible_employer,website=likely_official_needs_review; careers=careers_landing_page_no_current_listings; linkedin=no_company_page_found,Non-governmental organization,"RWG2+98G, Haouch El Oumaraa, Lebanon",Haouch El Oumaraa,,https://www.google.com/maps/search/?api=1&query=himaya%20Zahle&query_place_id=ChIJhQPMhVc1HxURo9Cxvy9Y1DY,web_verification_complete
pilot-0434,UNRWA Jefna School,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,General education school,"RVCF+RJG, Taalbaiya, Lebanon",Taalbaiya,,https://www.google.com/maps/search/?api=1&query=UNRWA%20Jefna%20School&query_place_id=ChIJq7G39Nw1HxURLb2b-wA5xcM,web_verification_complete
pilot-0443,SANAD: The Home Hospice Organization of Lebanon Beqaa,eligible_employer,website=likely_official_needs_review; careers=careers_landing_page_no_current_listings; linkedin=no_company_page_found,Hospice,"Zahle main road, near St. Charbel Church, Fakhry Building 1st Floor, Zahlé, Lebanon",Zahlé,,https://www.google.com/maps/search/?api=1&query=SANAD%3A%20The%20Home%20Hospice%20Organization%20of%20Lebanon%20Beqaa&query_place_id=ChIJYb2FX-_LGBURPgzg4tiWCws,web_verification_complete
pilot-0445,UNHCR Zahle,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Corporate office,"Maalaqah, Lebanon",Maalaqah,,https://www.google.com/maps/search/?api=1&query=UNHCR%20Zahle&query_place_id=ChIJ9SCol9HKGBURgz8S5mMnw7k,web_verification_complete
